"ClubID","ClubName","FullClubName","MarketValue","SquadSize","AverageAge","ForeignersNumber","ForeignersPercentage","NationalTeamPlayers","StadiumName","StadiumSeats","NetTransferRecord","CoachName"
"1032","fc-reading","Fc Reading","33.66","26","25.9","12","46.2","6","Select Car Leasing Stadium","24161","+Â£8.37m","Brian McDermott"
"2323","orduspor","Orduspor","","0","","0","","0","19 EylÃ¼l Stadyum","11024","+-0","HÃ©ctor CÃºper"
"1387","acn-siena-1904","Acn Siena 1904","4.32","30","26.2","6","20","2","Artemio Franchi","15373","Â£-6Th.","Serse Cosmi"
"3592","kryvbas-kryvyi-rig","Kryvbas Kryvyi Rig","2.95","24","24.5","2","8.3","0","Shakhty Zhovtneva","2500","Â£-270Th.","Oleg Taran"
"1071","wigan-athletic","Wigan Athletic","12.38","29","26.5","14","48.3","6","DW Stadium","25133","Â£-140Th.","Roberto MartÃ­nez"
"2703","spartak-vladikavkaz","Spartak Vladikavkaz","","1","20","0","","0","Republican Stadium Spartak","32464","+-0","Vladimir Gazzaev"
"142","real-saragossa","Real Saragossa","22.86","24","26.6","5","20.8","0","La Romareda","33068","+-0","Manolo JimÃ©nez"
"566","beerschot-ac","Beerschot Ac","","0","","0","","0","Olympisch Stadion","12771","+-0","Adrie Koster"
"1436","sc-beira-mar","Sc Beira Mar","135","22","27.5","9","40.9","0","EstÃ¡dio MÃ¡rio Duarte","12000","+-0","Ulisses Morais"
"4750","sc-olhanense","Sc Olhanense","68","22","24.1","9","40.9","0","EstÃ¡dio JosÃ© Arcanjo","10080","+-0","Abel Xavier"
"23","eintracht-braunschweig","Eintracht Braunschweig","6.48","27","24.9","3","11.1","0","EINTRACHT-Stadion","23325","+-0","Torsten Lieberknecht"
"2227","sk-tavriya-simferopol","Sk Tavriya Simferopol","","0","","0","","0","RS Lokomotiv","19978","+-0","Giannis Christopoulos"
"12438","volga-nizhniy-novgorod","Volga Nizhniy Novgorod","","0","","0","","0","Zentralstadion Lokomotiv","17856","+-0","Yuriy Kalitvintsev"
"2292","elazigspor","Elazigspor","563","40","23.2","0","","0","ElazÄ±ÄŸ DoÄŸukent StadÄ±","2500","+Â£44Th.","Trond Sollied"
"1210","as-livorno","As Livorno","225","25","27","0","","0","Armando Picchi","19238","+-0","Davide Nicola"
"1627","catania-calcio","Catania Calcio","6.56","25","26.8","5","20","0","Cibali - Angelo Massimino","20016","+-0","Rolando Maran"
"16245","fk-sevastopol","Fk Sevastopol","","0","","0","","0","SK Sevastopol","5826","+-0","Oleg Kononov"
"1423","fc-valenciennes","Fc Valenciennes","18.41","29","25.6","11","37.9","2","Stade du Hainaut","25000","+Â£1.35m","Daniel Sanchez"
"750","fc-sochaux-montbeliard","Fc Sochaux Montbeliard","17.51","24","24.8","8","33.3","3","Stade Auguste-Bonal","20005","+Â£720Th.","Eric HÃ©ly"
"1147","ac-ajaccio","Ac Ajaccio","16.52","25","26.8","10","40","7","Stade FranÃ§ois-Coty","10446","+-0","Fabrizio Ravanelli"
"1411","raec-mons","Raec Mons","","0","","0","","0","Charles Tondreau Stadion","12662","+-0","Enzo Scifo"
"3302","ud-almeria","Ud Almeria","51.66","25","25.7","10","40","2","Estadio de los Juegos MediterrÃ¡neos","15274","Â£-4.82m","Francisco RodrÃ­guez"
"5572","niki-volou","Niki Volou","3.4","24","28","6","25","1","Panthessaliko Stadio","22700","+-0","Wiljan Vloet"
"20698","balikesirspor","Balikesirspor","1.58","30","24.6","9","30","1","BalÄ±kesir AtatÃ¼rk","15800","+-0","Ismail Ertekin"
"6894","kayseri-erciyesspor","Kayseri Erciyesspor","","0","","0","","0","Kayseri AtatÃ¼rk Spor Kompleksi Yan AÃ§Ä±k Saha","2000","+-0","Hikmet Karaman"
"1429","cesena-fc","Cesena Fc","6.82","29","24.9","4","13.8","1","Orogel Stadium - Dino Manuzzi","23860","+Â£90Th.","Pierpaolo Bisoli"
"5220","gs-ergotelis","Gs Ergotelis","3.96","30","22.2","10","33.3","1","Pankritio Stadio","25780","+-0","Juan Ferrando"
"2783","metalurg-donetsk","Metalurg Donetsk","","0","","0","","0","Metalurg","5090","+-0","Volodymyr Pyatenko"
"204","lierse-sk","Lierse Sk","","0","","0","","0","Herman Vanderpoortenstadion","14538","+-0","Stanley Menzo"
"993","fc-cordoba","Fc Cordoba","2.99","24","26.6","2","8.3","0","Nuevo ArcÃ¡ngel","21822","+Â£270Th.","Albert Ferrer"
"20100","fc-vestsjaelland","Fc Vestsjaelland","","0","","0","","0","Harboe Arena","10000","+-0","Michael Hansen"
"1039","queens-park-rangers","Queens Park Rangers","35.06","28","26.5","17","60.7","9","Kiyan Prince Foundation Stadium","18360","Â£-1.67m","Harry Redknapp"
"3327","fc-penafiel","Fc Penafiel","4.46","27","27.5","6","22.2","0","EstÃ¡dio Municipal 25 de Abril","5230","+-0","Ricardo ChÃ©u"
"14171","thonon-evian-grand-geneve-fc","Thonon Evian Grand Geneve Fc","1.6","20","26.4","4","20","1","Stade Joseph-Moynat","0","+-0","Pascal Dupraz"
"1455","fc-dordrecht","Fc Dordrecht","4.1","26","22.6","11","42.3","0","Riwal Hoogwerkers Stadion","4235","+-0","Ernie Brandts"
"1186","torpedo-moskau","Torpedo Moskau","8.64","26","26.3","4","15.4","2","Sportivniy Gorodok, Luzhniki","1872","Â£-90Th.","Nikolay Savichev"
"976","cf-uniao-madeira","Cf Uniao Madeira","","6","22.3","0","","0","Centro Desportivo da Madeira","2500","+-0","LuÃ­s Norton de Matos"
"11126","mordovia-saransk","Mordovia Saransk","","0","","0","","0","Mordovia Arena","44442","+-0","Andrey Gordeev"
"3558","gfc-ajaccio","Gfc Ajaccio","585","22","23.9","2","9.1","0","Stade Ange-Casanova","4050","+-0","Thierry Laurey"
"6994","metalurg-zaporizhya-bis-2016-","Metalurg Zaporizhya Bis 2016 ","","0","","0","","0","Slavutych Arena","11883","+-0","Anatoliy Chantsev"
"6996","goverla-uzhgorod","Goverla Uzhgorod","","0","","0","","0","Avangard","10640","+-0","Vyacheslav Groznyi"
"28956","ael-kalloni","Ael Kalloni","","0","","0","","0","Stadio Mytilinis","4000","+-0","Thalis Theodoridis"
"4102","carpi-fc-1909","Carpi Fc 1909","1.24","31","22.8","6","19.4","0","Sandro Cabassi","5510","+Â£540Th.","Fabrizio Castori"
"7185","panthrakikos-komotini","Panthrakikos Komotini","","5","26.2","3","60","1","Stadio Komotinis OPAP","5601","+-0","JosÃ© Manuel Roca"
"3216","mersin-idmanyurdu","Mersin Idmanyurdu","","0","","0","","0","Mersin Stadyumu","25000","+-0","Mesut Bakkal"
"825","eskisehirspor","Eskisehirspor","1.1","21","21.2","2","9.5","0","EskiÅŸehir Yeni Stadyum","34930","+Â£15Th.","Ilhan Mayakan"
"6414","metalist-kharkiv","Metalist Kharkiv","","0","","0","","0","OSK Metalist","38685","+-0","Oleksandr Sevidov"
"2439","kuban-krasnodar","Kuban Krasnodar","","0","","0","","0","Kuban Stadium","31654","+-0","Dmitri Khokhlov"
"2990","academica-coimbra","Academica Coimbra","4.91","30","26.2","12","40","2","EstÃ¡dio Cidade de Coimbra","29744","+-0","JosÃ© Viterbo"
"3691","tom-tomsk","Tom Tomsk","4.96","23","25.1","2","8.7","0","Trud","10028","+Â£156Th.","Valeri Petrakov"
"2451","inverness-caledonian-thistle-fc","Inverness Caledonian Thistle Fc","4.3","24","24.1","7","29.2","0","Tulloch Caledonian Stadium","7750","+Â£209Th.","Richie Foran"
"105","sv-darmstadt-98","Sv Darmstadt 98","15.37","27","24.8","7","25.9","2","Merck-Stadion am BÃ¶llenfalltor","17400","+Â£270Th.","Norbert Meier"
"4482","volyn-lutsk","Volyn Lutsk","1.73","26","21.9","1","3.8","0","Stadion Avangard","12080","+-0","Vitaliy Kvartsyanyi"
"339","dnipro-dnipropetrovsk","Dnipro Dnipropetrovsk","","0","","0","","0","Meteor","24381","+-0","Dmytro Mykhaylenko"
"4795","fc-ingolstadt-04","Fc Ingolstadt 04","11.68","32","25.4","12","37.5","2","Audi Sportpark","15800","Â£-180Th.","Markus Kauczinski"
"6","adanaspor","Adanaspor","7.04","27","24","11","40.7","1","Yeni Adana Stadyumu","33000","+Â£270Th.","Engin Ipekoglu"
"2079","veria-nps","Veria Nps","4.88","29","25.9","5","17.2","0","Dimotiko Stadio Verias","6350","+-0","Dimitrios Eleftheropoulos"
"524","gaziantepspor","Gaziantepspor","","0","","0","","0","Gaziantep Stadyumu","33502","+-0","Ismail Kartal"
"2921","delfino-pescara-1936","Delfino Pescara 1936","5.38","28","24.5","6","21.4","1","Adriatico","20476","+Â£2.48m","Massimo Oddo"
"47","iraklis-thessaloniki","Iraklis Thessaloniki","3.4","31","22.8","8","25.8","0","Kaftanzoglio Stadio","27770","+-0","Nikolaos Papadopoulos"
"458","palermo-fc","Palermo Fc","4.39","25","26.2","4","16","0","Comunale Renzo Barbera ""La Favorita""","36365","+Â£1.89m","Davide Ballardini"
"289","afc-sunderland","Afc Sunderland","16.79","27","24.9","13","48.1","3","Stadium of Light","48707","Â£-216Th.","Sam Allardyce"
"641","fc-middlesbrough","Fc Middlesbrough","48.96","26","26.3","9","34.6","5","Riverside Stadium","33746","Â£-11.30m","Aitor Karanka"
"3008","hull-city","Hull City","19.08","27","24.6","6","22.2","3","KCOM Stadium","24983","Â£-720Th.","Steve Bruce"
"968","kvc-westerlo","Kvc Westerlo","9.68","29","24.5","16","55.2","2","Het Kuipje","8035","Â£-450Th.","Bob Peeters"
"1159","as-nancy-lorraine","As Nancy Lorraine","16.88","30","24.2","16","53.3","4","Stade Marcel-Picot","20087","+-0","Pablo Correa"
"2448","sporting-gijon","Sporting Gijon","25.52","26","25.6","6","23.1","4","El MolinÃ³n - Enrique Castro Quini","30000","Â£-225Th.","Abelardo"
"595","sc-bastia","Sc Bastia","8.96","28","27.7","7","25","2","Stade Armand-Cesari","16480","+-0","FranÃ§ois Ciccolini"
"41","hamburger-sv","Hamburger Sv","32.9","26","24","9","34.6","1","Volksparkstadion","57000","+Â£4.28m","Markus Gisdol"
"3690","ska-khabarovsk","Ska Khabarovsk","7.09","27","25.2","4","14.8","2","Lenin Stadion","15200","Â£-28Th.","Aleksey Poddubskiy"
"192","roda-jc-kerkrade","Roda Jc Kerkrade","5.83","27","23","14","51.9","1","Parkstad Limburg Stadion","19979","+Â£158Th.","Robert Molenaar"
"1084","fc-malaga","Fc Malaga","20.97","28","25","6","21.4","0","La Rosaleda","30044","+-0","MÃ­chel"
"8838","zirka-kropyvnytskyi","Zirka Kropyvnytskyi","","1","23","0","","0","Zirka","14628","+-0","Roman Monarev"
"22110","fc-helsingor","Fc Helsingor","4.95","24","25.6","6","25","3","HelsingÃ¸r Ny Stadion","4000","+-0","Christian LÃ¶nstrup"
"16247","pfk-stal-kamyanske","Pfk Stal Kamyanske","","0","","0","","0","Obolon","5100","+-0","Eghishe Melikyan"
"2944","ankaraspor","Ankaraspor","2.75","30","25.5","2","6.7","0","OsmanlÄ± StadÄ±","19626","+Â£172Th.","BÃ¼lent Uygun"
"1506","kardemir-karabukspor","Kardemir Karabukspor","","22","20.5","0","","0","Dr. Necmettin ÅžeyhoÄŸlu","12400","+-0","Erkan SÃ¶zeri"
"21957","ao-platanias","Ao Platanias","","0","","0","","0","Dimotiko Gipedo Perivolia","3700","+-0","Georgios Paraschos"
"5219","aok-kerkyra","Aok Kerkyra","","7","22.1","2","28.6","0","Ethniko Stadio Kerkyras","3000","+-0","Dimitrios Eleftheropoulos"
"2760","partick-thistle-fc","Partick Thistle Fc","4.3","21","26.5","2","9.5","0","The Energy Check Stadium at Firhill","10102","+-0","Alan Archibald"
"897","deportivo-la-coruna","Deportivo La Coruna","6.95","24","26.2","3","12.5","0","Riazor","32912","+Â£1.53m","Pepe Mel"
"472","ud-las-palmas","Ud Las Palmas","20.7","27","25.9","6","22.2","1","Estadio de Gran Canaria","32400","+Â£1.30m","Manolo MÃ¡rquez"
"512","stoke-city","Stoke City","53.55","29","26.1","14","48.3","7","bet365 Stadium","30089","+Â£8.42m","Mark Hughes"
"2288","swansea-city","Swansea City","35.06","23","24.8","21","91.3","3","Liberty Stadium","21088","Â£-761Th.","Paul Clement"
"40426","fk-tosno","Fk Tosno","","0","","0","","0","Petrovsky","20985","+-0","Dmitri Parfenov"
"4128","amkar-perm","Amkar Perm","3.67","27","24.1","0","","0","Zvezda","17000","+-0","Gadzhi Gadzhiev"
"498","ksc-lokeren","Ksc Lokeren","","0","","0","","0","Daknamstadion","12000","+-0","Peter Maes"
"2700","anzhi-makhachkala","Anzhi Makhachkala","2.52","27","20.7","0","","0","RDYuSSh MinObrNauki RD Politekh Makhachkala","1600","+Â£22Th.","Magomed Adiev"
"642","de-graafschap-doetinchem","De Graafschap Doetinchem","6.23","27","24.1","2","7.4","1","De Vijverberg","12600","+-0","Henk de Jong"
"798","sbv-excelsior-rotterdam","Sbv Excelsior Rotterdam","6.37","25","21.7","6","24","0","Van Donge & De Roo Stadion - Woudestein","4400","+Â£720Th.","Adrie Poldervaart"
"19657","vendsyssel-ff","Vendsyssel Ff","4.05","25","25.1","9","36","0","Nord Energi Arena","10000","Â£-90Th.","Jens Berthel Askou"
"862","chievo-verona","Chievo Verona","","0","","0","","0","Marcantonio Bentegodi","31045","+Â£90Th.","Lorenzo D'Anna"
"2672","apo-levadiakos","Apo Levadiakos","5.69","26","26.4","12","46.2","1","Stadio Livadias","5915","+-0","Apostolos Mantzios"
"8970","frosinone-calcio","Frosinone Calcio","16.94","30","24.8","11","36.7","1","Benito Stirpe","16227","+Â£6.49m","Moreno Longo"
"19771","akhisarspor","Akhisarspor","1.35","30","22","2","6.7","0","Spor Toto Akhisar Stadyumu","12139","+Â£108Th.","Safet Susic"
"20","bursaspor","Bursaspor","7.99","31","23.8","9","29","2","Bitci Timsah Park","43331","+Â£2.49m","Samet Aybaba"
"9007","arsenal-kiew","Arsenal Kiew","","0","","0","","0","NSK Olimpisky","70050","+-0","Fabrizio Ravanelli"
"132","nac-breda","Nac Breda","6.44","29","23.6","9","31","5","Rat Verlegh Stadion","19000","+Â£819Th.","Jo Jansen"
"855","ea-guingamp","Ea Guingamp","15.71","26","24.4","7","26.9","4","Stade du Roudourou","18120","+Â£1.18m","Antoine KombouarÃ©"
"603","cardiff-city","Cardiff City","28.44","24","25.6","20","83.3","5","Cardiff City Stadium","33280","+Â£4.68m","Neil Warnock"
"1162","sm-caen","Sm Caen","18.14","25","26.1","9","36","2","Stade Michel-d'Ornano","20500","+Â£5.85m","Fabien Mercadal"
"1110","huddersfield-town","Huddersfield Town","33.89","27","26.1","10","37","2","John Smith's Stadium","24500","+Â£2.07m","David Wagner"
"3714","enisey-krasnoyarsk","Enisey Krasnoyarsk","7.25","32","26.1","2","6.3","1","Zentralstadion Krasnoyarsk","15000","+Â£900","Dmitri Alenichev"
"12321","fc-girona","Fc Girona","25.11","24","25","6","25","0","Municipal de Montilivi","11286","+Â£2.75m","Eusebio"
"42","hannover-96","Hannover 96","18.79","24","26.9","8","33.3","1","HDI-Arena","49000","+Â£2.84m","AndrÃ© Breitenreiter"
"4","1-fc-nurnberg","1 Fc Nurnberg","22.93","28","25.3","5","17.9","1","Max-Morlock-Stadion","50000","+Â£1.58m","Michael KÃ¶llner"
"3349","cd-feirense","Cd Feirense","4.79","29","24.6","17","58.6","3","EstÃ¡dio Marcolino de Castro","5401","+Â£1.08m","Nuno Manta Santos"
"3325","gd-chaves","Gd Chaves","4.86","30","26.7","16","53.3","4","EstÃ¡dio Municipal Eng.Âº Manuel Branco Teixeira","9000","+-0","Daniel Ramos"
"14589","fk-orenburg","Fk Orenburg","10.24","28","25.7","8","28.6","3","Gazovik","7500","+Â£176Th.","Vladimir Fedotov"
"169","panionios-athen","Panionios Athen","1.62","28","23","7","25","0","Stadio Neas Smyrnis","11700","+-0","Apostolos Mantzios"
"19","brescia-calcio","Brescia Calcio","32.4","29","25.6","14","48.3","3","Mario Rigamonti","19550","+Â£11.75m","Eugenio Corini"
"1005","us-lecce","Us Lecce","29.61","27","25.8","15","55.6","2","Ettore Giardiniero","31559","+Â£450Th.","Fabio Liverani"
"2722","spal","Spal","23.78","32","25.9","9","28.1","2","Paolo Mazza","16134","+Â£9.50m","Leonardo Semplici"
"128","ao-xanthi","Ao Xanthi","5.36","30","26.3","8","26.7","1","Xanthi Arena","7361","+-0","Kiko RamÃ­rez"
"5818","hobro-ik","Hobro Ik","3.6","29","24.2","4","13.8","1","DS Arena","7500","+Â£241Th.","Peter SÃ¶rensen"
"3426","esbjerg-fb","Esbjerg Fb","6.26","35","22","15","42.9","5","Blue Water Arena","16942","+-0","John Lammers"
"2477","karpaty-lviv","Karpaty Lviv","","0","","0","","0","Stadion Ukraina","28051","+-0","Oleksandr Chyzhevskyi"
"989","afc-bournemouth","Afc Bournemouth","152.64","30","24.9","13","43.3","9","Vitality Stadium","11329","+Â£15.21m","Eddie Howe"
"1244","cd-leganes","Cd Leganes","32.85","28","27.5","8","28.6","3","Municipal de Butarque","12454","+Â£2.25m","Mauricio Pellegrino"
"415","fc-toulouse","Fc Toulouse","24.48","26","23.3","14","53.8","4","Stadium Municipal","33150","+Â£10.00m","Alain Casanova"
"38","fortuna-dusseldorf","Fortuna Dusseldorf","22.95","28","26.3","8","28.6","3","MERKUR SPIEL-ARENA","54600","Â£-1.64m","Friedhelm Funkel"
"1416","amiens-sc","Amiens Sc","20.97","27","24.7","13","48.1","6","Stade CrÃ©dit Agricole la Licorne","12999","+Â£5.06m","Luka Elsner"
"127","sc-paderborn-07","Sc Paderborn 07","15.48","30","24.9","8","26.7","3","Benteler-Arena","15000","+Â£3.87m","Steffen Baumgart"
"1085","vitoria-setubal-fc","Vitoria Setubal Fc","2.59","27","25.9","8","29.6","3","EstÃ¡dio do Bonfim","18642","+-0","Sandro Mendes"
"3336","desportivo-aves","Desportivo Aves","","0","","0","","0","EstÃ¡dio CD das Aves","5441","+-0","Augusto InÃ¡cio"
"982","cd-nacional","Cd Nacional","7.34","29","26.7","14","48.3","3","EstÃ¡dio da Madeira","5586","+Â£720Th.","Luis Antonio Zaluar"
"29228","royal-excel-mouscron","Royal Excel Mouscron","4.21","28","25.9","15","53.6","3","Le Canonnier","10830","+-0","Fernando Da Cruz"
"1160","nimes-olympique","Nimes Olympique","27.95","25","24","12","48","7","Stade des CostiÃ¨res","18364","+Â£5.22m","JÃ©rÃ´me Arpinon"
"1426","vvv-venlo","Vvv Venlo","6.28","27","22.1","7","25.9","0","Covebo Stadion - De Koel","8000","+Â£2.25m","Hans de Koning"
"23611","olimpik-donetsk","Olimpik Donetsk","","0","","0","","0","NTK im. B. M. Bannikova","1678","+-0","Igor Klymovskyi"
"369","lyngby-bk","Lyngby Bk","6.75","29","24.1","4","13.8","1","Lyngby Stadion","10000","+Â£1.71m","Michelle Lange"
"2414","ac-horsens","Ac Horsens","5.9","24","25.2","7","29.2","2","Casa Arena Horsens","10400","+-0","Bo Henriksen"
"2553","kilmarnock-fc","Kilmarnock Fc","7.52","30","26.3","13","43.3","1","BBSP Stadium, Rugby Park","18128","+-0","Alex Dyer"
"2999","hamilton-academical-fc","Hamilton Academical Fc","5.94","28","22.8","7","25","1","Fountain of Youth Stadium","6018","+-0","Brian Rice"
"833","denizlispor","Denizlispor","4.43","32","26.1","8","25","1","Denizli AtatÃ¼rk StadÄ±","18745","+-0","Robert Prosinecki"
